 Length, Height, Width, Eigenentropy, Anisotropy, Surface Variation, Verticality, Class
1.407,1.09,1.706,0.7922,-3.31,0.603,0.9115,1
2.297,1.23,1.683,0.859,-3.445,0.5877,0.9176,1
1.763,1.24,1.736,0.8268,-2.765,0.5814,0.9207,1
2.315,1.24,1.69,0.8617,-3.251,0.59,0.9146,1
2.305,1.24,1.664,0.8474,-3.227,0.589,0.9056,1
1.974,1.09,1.1,0.69,-3.951,0.704,0.9865,1
2.031,1.08,1.432,0.7893,-3.272,0.6047,0.9489,1
2.338,1.09,1.579,0.8379,-4.287,0.6279,0.9164,1
1.817,1.08,1.6,0.7922,-3.442,0.6015,0.9238,1
1.342,1.08,1.963,0.7797,-3.683,0.6124,0.9313,1
1.299,1.09,1.818,0.7903,-3.189,0.6016,0.9134,1
1.359,1.09,1.721,0.795,-3.25,0.6067,0.9217,1
2.398,1.09,1.461,0.7567,-5.716,0.723,0.9256,1
1.689,1.09,2.318,0.8445,-4.254,0.6301,0.9133,1
2.176,1.08,1.827,0.7486,-5.45,0.7202,0.9551,1
1.366,1.09,2.318,0.7405,-5.397,0.7196,0.9582,1
2.487,1.23,1.677,0.8635,-3.519,0.5917,0.9149,1
3.292,1.23,3.442,-0.1631,-19.76,0.8563,0.9426,1
2.488,1.24,1.689,0.8663,-3.541,0.5957,0.8977,1
1.934,1.11,1.088,0.6979,-3.943,0.6928,0.9881,1
1.911,1.09,1.129,0.692,-3.913,0.7024,0.9867,1
2.444,1.08,1.504,0.8278,-3.8,0.6073,0.8911,1
2.352,1.08,1.608,0.8391,-3.975,0.6192,0.9261,1
1.977,1.08,1.522,0.7902,-3.449,0.606,0.9188,1
1.709,1.11,1.31,0.697,-4.028,0.7,0.9841,1
1.726,1.1,1.722,0.7976,-3.541,0.5995,0.9346,1
1.643,1.1,2.333,0.7491,-5.001,0.7123,0.9474,1
1.696,1.11,2.278,0.7573,-4.639,0.7011,0.9577,1
1.626,1.1,1.983,0.7991,-3.435,0.5937,0.9348,1
2.192,1.09,1.456,0.7378,-5.262,0.7168,0.9613,1
1.509,1.09,2.369,0.8303,-3.607,0.6117,0.8905,1
1.826,1.09,1.6,0.7944,-3.141,0.6059,0.9469,1
1.509,1.08,1.608,0.7894,-3.328,0.5993,0.9267,1
1.598,1.08,1.83,0.7869,-3.467,0.6122,0.939,1
1.937,1.09,1.33,0.7942,-3.313,0.605,0.9222,1
1.822,1.09,1.279,0.6923,-4.122,0.7053,0.9995,1
2.415,1.17,1.782,0.8501,-3.953,0.5921,0.9119,1
2.091,1.23,1.904,0.866,-3.655,0.6007,0.8949,1
1.742,1.23,2.086,0.8656,-3.546,0.5965,0.8983,1
2.468,1.1,1.387,0.7414,-4.921,0.7185,0.9545,1
1.725,1.09,1.324,0.7891,-3.275,0.6101,0.9266,1
2.401,1.22,1.726,0.8615,-3.69,0.6017,0.9119,1
1.381,1.09,1.961,0.7914,-3.307,0.6059,0.9044,1
1.903,1.23,2.01,0.8667,-3.533,0.5956,0.8968,1
1.808,1.17,1.38,0.8088,-3.685,0.5945,0.9019,1
1.523,1.12,2.415,0.7489,-4.514,0.7063,0.9328,1
1.578,1.09,2.072,0.737,-5.326,0.7218,0.9494,1
1.758,1.22,2.101,0.8491,-3.744,0.6056,0.9383,1
2.316,1.24,1.689,0.865,-3.45,0.6013,0.9072,1
1.743,1.23,1.695,0.8188,-3.107,0.5944,0.9317,1
1.607,1.1,2.284,0.8368,-4.048,0.6252,0.9163,1
1.982,1.09,1.055,0.6813,-4.045,0.7083,0.9829,1
1.693,1.12,1.336,0.7022,-3.932,0.6955,0.9848,1
1.659,1.09,2.115,0.8279,-3.761,0.6119,0.8731,1
1.366,1.08,2.028,0.7893,-3.351,0.6114,0.9418,1
2.009,1.12,1.93,0.7623,-4.703,0.7089,0.9268,1
1.259,1.09,1.888,0.789,-3.331,0.6092,0.9037,1
1.663,1.21,1.428,0.8128,-2.869,0.5897,0.9333,1
1.782,1.09,1.297,0.6828,-4.049,0.7141,0.9946,1
1.662,1.1,2.113,0.8423,-4.16,0.6224,0.9105,1
1.652,1.11,1.432,0.8038,-3.343,0.6038,0.9014,1
2.457,1.21,1.708,0.8572,-3.955,0.6029,0.9047,1
4.175,1.23,1.696,0.02618,-18.41,0.8441,0.9636,1
1.759,1.08,1.585,0.7864,-3.838,0.6193,0.9355,1
1.416,1.09,1.648,0.7946,-3.248,0.6055,0.9207,1
1.819,1.08,1.59,0.7907,-3.232,0.6033,0.9349,1
1.737,1.23,2.513,0.8637,-3.486,0.5979,0.8907,1
1.83,1.1,1.341,0.8026,-3.68,0.6032,0.9367,1
1.51,1.1,2.421,0.7436,-4.68,0.711,0.9511,1
1.736,1.09,2.231,0.7376,-5.126,0.717,0.9495,1
1.353,1.08,1.965,0.7892,-3.351,0.5998,0.9232,1
1.245,1.09,1.835,0.7917,-3.184,0.5996,0.9135,1
1.379,1.09,1.944,0.7807,-3.583,0.6198,0.9151,1
2.477,1.1,1.345,0.7417,-4.744,0.7121,0.9431,1
1.703,1.24,1.441,0.8133,-3.078,0.5967,0.9386,1
2.347,1.09,1.704,0.8412,-4.185,0.6227,0.9106,1
2.456,1.09,1.525,0.8335,-4.172,0.6311,0.9112,1
1.729,1.09,1.275,0.6924,-4.516,0.7099,0.9794,1
1.728,1.23,2.418,0.8633,-3.811,0.6093,0.885,1
1.887,1.1,1.4,0.7977,-3.551,0.5975,0.9156,1
1.397,1.08,1.765,0.684,-4.505,0.7133,0.9955,1
1.672,1.29,1.733,0.8227,-3.221,0.5841,0.9192,1
1.577,1.09,2.089,0.7377,-5.129,0.7172,0.9494,1
1.568,1.09,1.386,0.6924,-4.243,0.7131,0.9843,1
1.681,1.22,2.406,0.8613,-3.553,0.5953,0.9008,1
1.376,1.09,1.583,0.6982,-4.179,0.7027,0.967,1
2.448,1.09,1.399,0.7447,-5.318,0.7215,0.9525,1
1.484,1.09,2.321,0.7511,-4.919,0.7163,0.9389,1
2.358,1.21,1.65,0.8632,-3.941,0.6077,0.9025,1
1.908,1.11,1.271,0.7037,-3.982,0.697,0.9845,1
1.638,1.09,1.429,0.7879,-3.509,0.6081,0.9125,1
1.597,1.09,1.6,0.7864,-3.507,0.6164,0.9344,1
1.822,1.09,1.327,0.693,-4.379,0.7083,0.9839,1
1.578,1.08,1.745,0.7854,-3.591,0.6218,0.9302,1
1.552,1.09,1.968,0.7899,-3.32,0.6082,0.9135,1
1.899,1.09,1.946,0.7393,-5.125,0.713,0.9565,1
1.539,1.09,1.97,0.7938,-3.253,0.6059,0.9186,1
1.714,1.08,1.588,0.7901,-3.166,0.6047,0.9284,1
4.18,1.12,1.598,-0.01693,-19.3,0.8526,0.9456,1
2.529,1.08,1.595,0.8355,-4.237,0.6273,0.9335,1
1.807,1.09,1.305,0.6966,-4.185,0.7028,0.9683,1
1.955,1.11,1.481,0.7962,-3.475,0.6084,0.9025,1
1.684,1.23,2.159,0.8576,-3.367,0.5924,0.9212,1
1.703,1.24,2.01,0.8215,-2.885,0.5918,0.9122,1
2.393,1.24,1.755,0.8643,-3.581,0.5973,0.8828,1
2.492,1.22,1.711,0.8564,-4.053,0.6153,0.8988,1
1.893,1.24,2.01,0.8644,-3.664,0.6064,0.8951,1
2.235,1.09,1.411,0.7417,-5.468,0.7188,0.952,1
1.821,1.24,2.253,0.867,-3.557,0.5953,0.8942,1
1.668,1.09,2.299,0.737,-5.438,0.7182,0.9578,1
1.57,1.09,2.459,0.8394,-4.15,0.6238,0.9125,1
1.975,1.11,1.621,0.7974,-3.568,0.596,0.9279,1
2.155,1.11,1.609,0.8356,-4.092,0.6261,0.8927,1
1.961,1.08,1.939,0.827,-3.91,0.6123,0.8852,1
2.146,1.23,1.66,0.857,-3.667,0.6031,0.898,1
1.608,1.09,1.579,0.7882,-3.447,0.6233,0.9335,1
2.524,1.12,1.266,0.7566,-5.25,0.7152,0.9365,1
2.45,1.24,1.667,0.8638,-3.589,0.5952,0.8829,1
1.879,1.09,2.039,0.7422,-5.363,0.7145,0.9661,1
1.71,1.23,2.37,0.8531,-4.115,0.6144,0.8975,1
2.469,1.11,1.286,0.7482,-4.454,0.7077,0.9314,1
1.736,1.09,1.332,0.7916,-3.323,0.6063,0.911,1
2.477,1.09,1.693,0.8429,-4.182,0.6266,0.9031,1
2.224,1.22,1.679,0.8567,-3.663,0.5961,0.9263,1
1.79,1.23,1.842,0.8203,-3.051,0.5912,0.9324,1
1.961,1.11,2.028,0.8475,-3.794,0.6059,0.9134,1
1.755,1.23,1.766,0.8167,-3.072,0.5952,0.9365,1
2.355,1.23,1.697,0.8597,-3.409,0.5955,0.9191,1
2.01,1.1,1.963,0.8432,-4.169,0.6065,0.9027,1
2.418,1.09,1.97,0.8397,-4.116,0.6068,0.9117,1
1.773,1.1,1.37,0.7991,-3.6,0.6048,0.9273,1
2.54,1.23,1.755,0.856,-3.875,0.6053,0.9158,1
1.348,1.08,1.96,0.7895,-3.435,0.6101,0.9321,1
2.49,1.09,1.722,0.8428,-4.397,0.6306,0.8969,1
1.756,1.22,2.526,0.8566,-3.956,0.6037,0.9021,1
1.641,1.09,2.187,0.8431,-4.339,0.6316,0.9057,1
2.352,1.09,1.701,0.7474,-5.024,0.7179,0.9561,1
2.483,1.09,1.629,0.8165,-4.427,0.6338,0.9225,1
1.294,1.08,1.789,0.6843,-4.108,0.7048,0.9896,1
2.346,1.07,1.352,0.735,-5.686,0.7235,0.9601,1
1.92,1.09,2.079,0.7448,-5.27,0.709,0.932,1
1.925,0.92,1.637,0.6879,-7.671,0.7461,0.9875,1
1.553,1.13,1.606,0.8478,-1.109,0.4229,0.6153,1
1.49,1.28,1.912,0.8682,-1.901,0.4976,0.8154,1
1.693,1.29,1.577,0.8854,-2.406,0.541,0.847,1
1.768,1.27,1.506,0.8821,-2.871,0.5722,0.8927,1
1.641,1.27,1.953,0.8823,-2.229,0.5376,0.8463,1
1.561,1.29,2.004,0.8712,-3.218,0.575,0.8567,1
1.448,1.29,1.87,0.8837,-3.067,0.5835,0.8278,1
1.894,1.29,1.504,0.8786,-2.333,0.5611,0.8727,1
1.85,1.29,1.408,0.8875,-2.673,0.5568,0.8412,1
1.415,1.27,1.745,0.8868,-2.072,0.5157,0.8959,1
1.874,1.14,1.554,0.8829,-2.437,0.5485,0.9112,1
1.67,1.14,2.138,0.8832,-2.451,0.5486,0.9131,1
1.652,1.12,1.402,0.8822,-2.196,0.5115,0.9121,1
1.592,1.14,1.858,0.8807,-2.446,0.5518,0.91,1
1.485,1.14,1.926,0.8843,-2.322,0.5402,0.9042,1
2.037,1.14,1.677,0.8951,-2.173,0.5173,0.8984,1
1.594,1.14,2.047,0.8798,-2.522,0.5567,0.9142,1
1.861,1.29,1.745,0.8914,-2.278,0.5376,0.8042,1
1.712,1.28,1.912,0.8864,-2.347,0.5362,0.8868,1
2.027,1.29,1.747,0.885,-2.836,0.5718,0.8748,1
2.073,1.14,1.597,0.879,-2.525,0.557,0.9119,1
2.028,1.14,1.584,0.8712,-2.897,0.5485,0.8519,1
1.969,1.29,1.495,0.8908,-2.594,0.5566,0.8609,1
2.049,1.29,1.56,0.8867,-2.429,0.5628,0.8945,1
1.905,1.27,1.622,0.8777,-2.749,0.5396,0.8828,1
1.637,1.32,1.596,0.9172,-2.137,0.5457,0.8971,1
1.783,1.29,1.639,0.8829,-2.553,0.5696,0.8815,1
1.607,1.3,1.449,0.8885,-2.483,0.5482,0.8499,1
2.025,1.28,1.624,0.8869,-2.676,0.551,0.8582,1
1.669,1.28,2.034,0.866,-3.246,0.5575,0.8822,1
1.623,1.14,1.763,0.8805,-2.534,0.5614,0.9139,1
1.808,1.28,1.573,0.8879,-2.87,0.5686,0.9022,1
1.61,1.29,2.228,0.9062,-2.568,0.5455,0.9047,1
2.105,1.27,1.678,0.88,-2.889,0.5604,0.8347,1
1.632,1.14,2.095,0.8732,-2.852,0.5469,0.8537,1
1.913,1.28,1.502,0.8775,-2.973,0.5679,0.8394,1
1.667,1.28,1.993,0.8867,-2.661,0.5576,0.8619,1
2.041,1.28,1.581,0.8643,-3.156,0.5566,0.8849,1
1.703,1.28,1.903,0.8828,-2.482,0.5292,0.8853,1
2.083,1.14,1.639,0.882,-2.233,0.5457,0.906,1
2.127,1.14,1.661,0.8811,-2.484,0.5534,0.9107,1
2.112,1.3,1.754,0.8966,-2.319,0.5331,0.853,1
1.402,1.3,1.706,0.8866,-2.4,0.54,0.8497,1
2.433,1.3,1.831,0.8943,-3.602,0.6011,0.8731,1
1.566,1.27,1.7,0.884,-2.845,0.555,0.8389,1
1.606,1.15,1.867,0.8928,-2.272,0.5231,0.8893,1
1.588,1.14,2.065,0.8796,-2.495,0.559,0.8971,1
1.661,1.29,2.053,0.8838,-2.687,0.5585,0.8242,1
1.455,1.12,1.818,0.8829,-2.193,0.5162,0.9182,1
1.543,1.14,1.743,0.888,-2.608,0.546,0.8759,1
1.703,1.29,2.059,0.8833,-2.893,0.5785,0.8339,1
2.133,1.14,1.645,0.8818,-2.442,0.5503,0.9108,1
1.433,1.28,1.604,0.8868,-2.424,0.5368,0.8859,1
1.699,1.28,2.065,0.8796,-2.711,0.5513,0.8351,1
1.668,1.29,2.061,0.8852,-2.982,0.5629,0.8018,1
1.667,1.29,1.807,0.8887,-2.332,0.5581,0.8747,1
1.618,1.14,1.954,0.8867,-2.55,0.5511,0.8663,1
1.633,1.14,2.146,0.8809,-2.386,0.5537,0.9112,1
1.666,1.27,2.091,0.8809,-2.671,0.5464,0.8499,1
1.492,1.29,2.053,0.8599,-2.896,0.5807,0.8319,1
1.729,1.15,1.712,0.8798,-2.264,0.5493,0.9053,1
1.531,1.13,1.727,0.8391,-3.6,0.599,0.8869,1
1.481,1.29,1.841,0.8757,-2.582,0.5811,0.8947,1
1.729,1.28,2.046,0.8715,-2.728,0.5744,0.8478,1
2.09,1.28,1.78,0.873,-2.58,0.567,0.8562,1
2.04,1.29,1.739,0.8771,-2.696,0.5966,0.8772,1
1.521,1.28,1.736,0.8433,-3.508,0.5978,0.8513,1
1.502,1.28,1.616,0.8688,-2.478,0.5509,0.899,1
1.438,1.27,1.859,0.8733,-2.405,0.5576,0.8965,1
1.558,1.3,2.057,0.8771,-2.545,0.5658,0.8633,1
2.141,1.14,1.651,0.8809,-2.48,0.5579,0.8943,1
1.567,1.28,2.574,0.8886,-3.069,0.6019,0.9041,1
2.002,1.28,1.576,0.8821,-2.839,0.558,0.8438,1
1.8,1.3,1.486,0.8697,-2.43,0.5673,0.8466,1
1.709,1.28,2.648,0.8979,-3.393,0.5883,0.9012,1
1.895,1.29,1.67,0.8635,-3.392,0.5761,0.834,1
1.791,1.14,1.536,0.8622,-3.458,0.5649,0.8502,1
1.468,1.27,1.948,0.87,-2.234,0.5625,0.8591,1
1.947,1.14,1.509,0.8728,-2.827,0.5469,0.8523,1
1.544,1.14,1.996,0.8826,-2.456,0.5487,0.913,1
1.823,1.28,1.486,0.868,-2.731,0.5775,0.8487,1
1.678,1.14,1.683,0.8672,-2.513,0.5767,0.915,1
1.87,1.28,1.49,0.8672,-2.433,0.5628,0.8781,1
1.651,1.14,2.098,0.8755,-2.683,0.5516,0.8752,1
2.079,1.3,1.743,0.8905,-2.647,0.5652,0.8237,1
1.547,1.28,1.509,0.8845,-2.483,0.5423,0.85,1
1.902,1.14,1.508,0.8763,-2.554,0.537,0.8576,1
2.4,1.28,1.682,0.8977,-3.279,0.5894,0.897,1
2.466,1.29,1.718,0.9024,-2.716,0.5492,0.904,1
2.273,1.27,1.698,0.8722,-3.272,0.5864,0.8522,1
1.595,1.28,1.627,0.8843,-2.752,0.5595,0.8461,1
1.693,1.28,1.902,0.8813,-2.496,0.53,0.8854,1
2.049,1.29,1.738,0.8897,-2.702,0.5707,0.8542,1
2.079,1.29,1.662,0.8941,-2.709,0.569,0.9082,1
1.903,1.28,1.681,0.8868,-2.352,0.5362,0.8804,1
1.921,1.28,1.573,0.8836,-2.262,0.5256,0.8708,1
1.563,1.28,1.752,0.8819,-2.854,0.5574,0.8349,1
1.499,1.28,1.994,0.8647,-3.345,0.5873,0.9033,1
1.681,1.28,2.086,0.8612,-3.478,0.5861,0.8618,1
1.624,1.28,1.535,0.8804,-2.225,0.5238,0.8895,1
1.709,1.3,1.949,0.8898,-2.39,0.5424,0.8471,1
2.019,1.28,1.703,0.868,-2.868,0.5564,0.8689,1
1.491,1.28,1.756,0.8643,-3.443,0.5839,0.8378,1
1.909,1.28,1.578,0.8767,-2.479,0.5397,0.8539,1
1.584,1.3,2.037,0.8642,-3.383,0.5808,0.8391,1
1.68,1.27,1.936,0.8733,-2.788,0.5478,0.885,1
1.715,1.28,1.999,0.8914,-2.808,0.5624,0.9133,1
1.675,1.28,2.026,0.8914,-2.693,0.5548,0.8679,1
1.544,1.28,1.628,0.8846,-2.43,0.5334,0.887,1
1.653,1.14,2.109,0.8732,-2.73,0.5417,0.8649,1
1.91,1.29,1.438,0.8873,-2.794,0.5732,0.8743,1
1.547,1.29,1.894,0.8881,-2.479,0.5405,0.8473,1
1.78,1.28,1.476,0.8838,-2.789,0.5599,0.8616,1
1.703,1.29,1.574,0.8984,-2.592,0.5612,0.8525,1
1.854,1.28,1.582,0.8803,-3.016,0.5745,0.8779,1
1.623,1.28,1.58,0.8862,-2.733,0.568,0.8944,1
2.058,1.29,1.69,0.8912,-2.573,0.5634,0.8631,1
1.502,1.28,1.911,0.8867,-2.564,0.5543,0.8555,1
1.887,1.28,1.475,0.8832,-2.721,0.5643,0.8683,1
1.508,1.14,1.943,0.8822,-2.438,0.5502,0.9131,1
2.035,1.28,1.687,0.8867,-2.656,0.5621,0.8447,1
2.053,1.29,1.716,0.8879,-2.788,0.5722,0.8485,1
2.08,1.29,1.696,0.8573,-3.661,0.5938,0.8114,1
1.565,1.14,1.81,0.8828,-2.431,0.5496,0.9124,1
1.515,1.28,1.534,0.885,-2.398,0.5331,0.8838,1
2.059,1.28,1.693,0.8819,-2.833,0.5675,0.8638,1
1.579,1.28,1.747,0.8882,-2.67,0.5556,0.8588,1
1.693,1.28,1.533,0.8874,-2.843,0.5582,0.848,1
1.677,1.3,1.959,0.8877,-2.563,0.5626,0.834,1
1.512,1.28,1.896,0.8755,-2.987,0.5597,0.8355,1
1.731,1.14,2.256,0.8988,-2.766,0.5591,0.9226,1
1.902,1.28,1.509,0.8618,-3.479,0.5802,0.8601,1
2.012,1.3,1.678,0.8714,-3.051,0.5723,0.843,1
1.403,1.28,1.733,0.882,-2.443,0.5454,0.8632,1
1.733,1.28,1.881,0.883,-2.275,0.5199,0.867,1
1.996,1.29,1.649,0.8845,-2.859,0.564,0.8119,1
1.78,1.28,1.567,0.8937,-2.597,0.5495,0.8585,1
2.055,1.27,1.615,0.8608,-3.189,0.5656,0.8702,1
2.143,1.14,1.662,0.8814,-2.385,0.5497,0.9185,1
2.067,1.29,1.754,0.8905,-2.722,0.5675,0.8752,1
1.555,1.27,1.617,0.8829,-2.658,0.5496,0.8853,1
2.029,1.27,1.541,0.8785,-2.624,0.5473,0.8691,1
1.813,1.28,1.53,0.8698,-3.141,0.5731,0.8649,1
1.869,1.27,1.513,0.8867,-2.384,0.5367,0.8857,1
2.005,1.29,1.632,0.8882,-2.644,0.5727,0.8559,1
1.619,1.14,2.06,0.8805,-2.35,0.5328,0.8938,1
1.785,1.27,1.454,0.8859,-2.145,0.5261,0.8676,1
1.517,1.29,1.75,0.8896,-2.562,0.5674,0.8457,1
1.862,1.28,1.501,0.8837,-2.211,0.5218,0.8916,1
1.607,1.28,1.634,0.8691,-3.251,0.5749,0.858,1
1.601,1.28,1.629,0.8825,-2.673,0.5609,0.8791,1
1.702,1.28,1.962,0.8812,-2.25,0.523,0.8917,1
1.729,1.29,2.094,0.896,-2.46,0.5608,0.8476,1
1.734,1.14,1.676,0.89,-2.281,0.5266,0.8885,1
1.529,1.27,1.971,0.8834,-2.401,0.5426,0.8767,1
1.735,1.15,2.095,0.8811,-2.763,0.5571,0.8798,1
1.706,1.28,1.891,0.8796,-2.486,0.5406,0.8657,1
1.59,1.14,1.745,0.8781,-2.566,0.5584,0.9118,1
2.039,1.28,1.578,0.8764,-2.712,0.5573,0.862,1
2.007,1.27,1.529,0.8892,-2.347,0.5362,0.8896,1
1.598,1.29,1.482,0.8868,-2.481,0.538,0.8546,1
1.608,1.13,1.959,0.8586,-3.505,0.5822,0.8971,1
1.734,1.29,1.908,0.8875,-2.39,0.5376,0.8459,1
1.893,1.28,1.553,0.8625,-3.5,0.5689,0.8349,1
1.567,1.3,1.487,0.8842,-2.437,0.5462,0.8332,1
1.424,1.28,1.614,0.881,-2.344,0.5281,0.8853,1
1.466,1.29,1.932,0.8956,-2.536,0.5575,0.902,1
1.382,1.28,1.73,0.8795,-2.227,0.5262,0.859,1
1.666,1.27,2.046,0.885,-2.568,0.5504,0.8759,1
1.733,1.27,2.037,0.8639,-3.474,0.5732,0.8337,1
1.956,1.27,1.669,0.8822,-2.484,0.5286,0.8847,1
1.611,1.29,1.777,0.8945,-2.572,0.5635,0.8832,1
1.626,1.29,1.958,0.8902,-2.229,0.5297,0.8377,1
1.604,1.29,1.632,0.8922,-2.579,0.5576,0.8758,1
1.719,1.28,1.88,0.8865,-2.183,0.5223,0.8713,1
1.467,1.29,1.801,0.8906,-2.788,0.5666,0.8458,1
1.581,1.29,1.519,0.8893,-2.397,0.5402,0.8403,1
1.52,1.14,1.905,0.8818,-2.481,0.5516,0.9127,1
2.089,1.29,1.687,0.8907,-2.74,0.5798,0.8955,1
1.876,1.27,1.517,0.8777,-2.489,0.547,0.8647,1
1.679,1.28,1.59,0.8596,-3.641,0.5776,0.8358,1
1.692,1.27,1.91,0.8737,-2.774,0.5398,0.8825,1
1.863,1.14,1.456,0.8843,-2.696,0.5524,0.893,1
1.778,1.28,1.907,0.8847,-2.435,0.5319,0.8865,1
1.515,1.27,1.763,0.8634,-3.518,0.5721,0.8355,1
1.683,1.29,1.942,0.886,-2.746,0.5635,0.8407,1
1.578,1.14,1.947,0.8926,-2.26,0.5233,0.8882,1
1.584,1.27,1.834,0.8868,-2.729,0.5669,0.8944,1
1.642,1.14,2.111,0.883,-2.435,0.5544,0.9125,1
1.792,1.29,1.43,0.8881,-2.636,0.5612,0.8609,1
1.654,1.14,1.634,0.8567,-3.603,0.5717,0.8546,1
2.077,1.14,1.611,0.8824,-2.457,0.5499,0.9132,1
1.539,1.27,2.094,0.8902,-2.736,0.5603,0.8539,1
1.659,1.29,2.106,0.8682,-3.377,0.5888,0.8261,1
1.549,1.27,2.11,0.8923,-2.625,0.5497,0.8688,1
1.58,1.27,1.894,0.8827,-2.482,0.5338,0.8896,1
1.901,1.27,1.613,0.8808,-2.447,0.5444,0.8685,1
1.386,1.29,1.759,0.8879,-2.246,0.5351,0.8551,1
1.69,1.12,1.645,0.8812,-2.202,0.5127,0.915,1
1.542,1.29,1.99,0.8952,-2.669,0.5549,0.8511,1
1.86,1.29,1.461,0.8873,-2.234,0.5298,0.8379,1
1.666,1.27,1.973,0.8867,-2.133,0.5257,0.8658,1
1.967,1.27,1.7,0.8848,-2.423,0.5395,0.8686,1
1.979,1.14,1.511,0.8558,-3.544,0.5726,0.8507,1
1.95,1.27,1.555,0.8771,-2.671,0.5488,0.8685,1
1.701,1.28,1.868,0.8822,-2.483,0.5284,0.8859,1
1.816,1.27,1.511,0.8808,-2.727,0.5669,0.8701,1
1.697,1.28,2.542,0.8958,-3.431,0.5951,0.9068,1
1.981,1.27,1.698,0.8807,-2.627,0.5459,0.8709,1
1.793,1.29,1.589,0.8654,-3.154,0.574,0.8349,1
1.704,1.27,2.546,0.8978,-3.392,0.5864,0.913,1
1.73,1.28,1.627,0.8822,-2.169,0.5209,0.8684,1
2.101,1.27,1.674,0.8672,-3.274,0.5761,0.8605,1
1.892,1.27,1.5,0.8861,-2.999,0.5656,0.8662,1
1.681,1.27,1.591,0.8905,-2.708,0.5587,0.8912,1
2.039,1.28,1.622,0.904,-2.433,0.5524,0.8946,1
2.06,1.27,1.657,0.8772,-2.863,0.5639,0.8445,1
1.54,1.29,2.033,0.884,-2.505,0.5727,0.847,1
2.023,1.27,1.581,0.8577,-3.602,0.5805,0.8348,1
1.661,1.29,1.941,0.8923,-2.851,0.5764,0.8819,1
2.069,1.27,1.638,0.8805,-2.618,0.5473,0.8717,1
2.132,1.27,1.558,0.8893,-2.709,0.5562,0.8563,1
1.711,1.29,1.993,0.8921,-2.566,0.5516,0.8571,1
1.729,1.29,1.534,0.8896,-2.779,0.5717,0.8563,1
1.803,1.14,1.533,0.8662,-3.172,0.5644,0.8939,1
1.606,1.14,2.081,0.8786,-2.573,0.5608,0.9124,1
1.851,1.29,1.738,0.8854,-2.231,0.5238,0.8746,1
1.598,1.29,2.085,0.8813,-2.309,0.5586,0.8713,1
2.018,1.27,1.719,0.8702,-3.114,0.5727,0.8661,1
2.09,1.27,1.734,0.8796,-3.035,0.5761,0.8782,1
1.934,1.29,1.667,0.8899,-2.75,0.5785,0.894,1
1.901,1.27,1.639,0.886,-2.603,0.5532,0.8781,1
2.023,1.27,1.719,0.8861,-2.591,0.5475,0.8617,1
2.009,1.29,1.56,0.9015,-2.632,0.5596,0.8802,1
2.06,1.27,1.68,0.8548,-3.612,0.5851,0.8426,1
1.608,1.14,2.097,0.8805,-2.471,0.563,0.9004,1
1.899,1.14,1.501,0.8784,-2.697,0.5531,0.8749,1
1.947,1.14,1.517,0.8766,-2.656,0.5443,0.877,1
2.479,1.27,1.57,0.8959,-3.33,0.5902,0.9064,1
1.756,1.29,1.506,0.8636,-3.707,0.5938,0.8857,1
1.491,1.27,1.603,0.882,-2.352,0.5254,0.8844,1
1.995,1.29,1.531,0.8845,-2.637,0.5543,0.839,1
1.485,1.29,1.776,0.8858,-2.856,0.576,0.8321,1
2.024,1.14,1.557,0.8825,-2.465,0.5413,0.8799,1
1.522,1.29,1.918,0.8881,-2.282,0.5552,0.8772,1
1.535,1.13,1.978,0.8652,-3.225,0.5692,0.8867,1
1.651,1.29,1.976,0.8691,-3.345,0.5853,0.8244,1
2.064,1.27,1.687,0.865,-3.501,0.5634,0.838,1
1.674,1.27,1.989,0.8629,-3.506,0.5751,0.8357,1
1.674,1.27,1.84,0.8846,-2.43,0.5391,0.8863,1
1.648,1.14,2.096,0.8783,-2.725,0.5562,0.8946,1
1.889,1.28,1.628,0.886,-2.817,0.5697,0.8645,1
1.461,1.29,1.816,0.8949,-2.789,0.561,0.8606,1
1.794,1.27,1.514,0.8526,-3.861,0.5896,0.8403,1
2.029,1.29,1.539,0.884,-2.418,0.5656,0.8348,1
1.879,1.27,2.225,0.9016,-3.032,0.5808,0.9069,1
1.571,1.29,1.61,0.8851,-2.429,0.5536,0.8335,1
1.631,1.29,1.913,0.8894,-2.702,0.572,0.8594,1
1.635,1.29,1.902,0.8866,-2.789,0.5646,0.8376,1
1.758,1.28,2.059,0.8912,-2.675,0.5646,0.8834,1
1.747,1.28,2.113,0.8908,-2.589,0.5679,0.9343,1
1.683,1.27,2.243,0.8891,-2.733,0.5557,0.8554,1
1.497,1.27,1.966,0.8856,-2.543,0.5429,0.8874,1
1.711,1.14,1.667,0.881,-2.501,0.5561,0.9051,1
1.546,1.29,1.896,0.8835,-2.554,0.5686,0.8814,1
1.711,1.29,1.904,0.8846,-2.507,0.5397,0.8518,1
1.536,1.11,1.76,0.8605,-2.629,0.4982,0.8012,1
1.496,1.12,1.455,0.7851,-1.715,0.4515,0.463,1
1.508,1.27,1.918,0.8838,-2.019,0.4945,0.8089,1
2.021,1.27,1.479,0.8874,-2.734,0.5578,0.8487,1
2.092,1.28,1.745,0.889,-2.861,0.5808,0.8973,1
2.092,1.29,1.663,0.8685,-3.419,0.5881,0.8284,1
